names	Grian	SmallishBeans	Dangthatsalongname	BigB - Minecraft	EthosLab	BdoubleO100	PearlescentMoon	InTheLittleWood ak...	GoodTimesWithScar	impulseSV	Tango Tek	ZombieCleo	Solidarity	MCSkizzleman
Bar colors	#8a0a01	#3866f9	#48bfea	#c0efff	#87CEEB	#35168b	#fff5c3	#72ca30	#306166	#f2ca37	#fc1900	#abadaa	#373797	#0020ff
Bar images	x	x	x	x	x	x	x	x	x	x	x	x	x	x
23-Sep-11	0	224137			45839	5333		1872.167532	890.6666667			972.6147541		
24-Sep-11	0	224376			46253	5607		1873.654559	893			981.3770492		
25-Sep-11	0	224536			46764	5779		1875.141586	900			990.1393443		
26-Sep-11	0	224690			47085	5881		1876.628614	909			998.9016393		
27-Sep-11	0	224880			47375	5983		1878.115641	917			1007.663934		
28-Sep-11	0	225022			47652	6061		1879.602669	920			1016.42623		
29-Sep-11	0	225156			47881	6130		1881.089696	922			1025.188525		
30-Sep-11	0	225298			48149	6209		1882.576723	923			1033.95082		
1-Oct-11	0	225488			48501	6291		1884.063751	925			1042.713115		
2-Oct-11	0	225654			48856	6360		1885.550778	930			1051.47541		
3-Oct-11	0	225831			49167	6425		1887.037806	937			1060.237705		
4-Oct-11	0	225955			49374	6477		1888.524833	940			1069		
5-Oct-11	0	226094			49674	6648		1890.011861	941			1073		
6-Oct-11	0	226204			49981	6905		1891.498888	946			1102		
7-Oct-11	0	226329			50248	7150		1892.985915	949			1144		
8-Oct-11	0	226517			50627	7562		1894.472943	950			1169		
9-Oct-11	0	226731			51719	7782		1895.95997	954			1209		
10-Oct-11	0	226913			52208	7938		1897.446998	956			1247		
11-Oct-11	0	227037			52719	8170		1898.934025	964			1305		
12-Oct-11	0	227166			53143	8330		1900.421053	968			1345		
13-Oct-11	0	227280			53463	8465		1901.90808	969			1359		
14-Oct-11	0	227383			53781	8588		1903.395107	974			1377		
15-Oct-11	0	227544			54179	8710		1904.882135	977			1382		
16-Oct-11	0	227801			54583	8852		1906.369162	981			1414		
17-Oct-11	0	227911			55089	9062		1907.85619	984			1441		
18-Oct-11	0	228060			55451	9173		1909.343217	985.5			1450		
19-Oct-11	0	228203			55816	9299		1910.830245	987			1466		
20-Oct-11	0	228304			56140	9440		1912.317272	989			1487		
21-Oct-11	0	228379			56437	9537		1913.804299	991			1505		
22-Oct-11	0	228519			56759	9668		1915.291327	992			1518		
23-Oct-11	0	228695			57588	9822		1916.778354	998			1573		
24-Oct-11	0	228776			58287	9917		1918.265382	1003			1576		
25-Oct-11	0	228919			58640	10059		1919.752409	1009			1609		
26-Oct-11	0	229031			58987	10151		1921.239437	1011			1625		
27-Oct-11	0	229165			59345	10295		1922.726464	1016			1762		
28-Oct-11	0	229301			59686	10401		1924.213491	1018			1836		
29-Oct-11	0	229414			60008	10519		1925.700519	1023			1923		
30-Oct-11	0	229624			60376	10625		1927.187546	1029			2004		
31-Oct-11	0	229813			60630	10705		1928.674574	1034			2077		
1-Nov-11	0	230001			60857	10786		1930.161601	1040			2118		
2-Nov-11	0	230148			61118	10874		1931.648629	1045			2131		
3-Nov-11	0	230275			61364	10947		1933.135656	1047			2168		
4-Nov-11	0	230381			61624	11000		1934.622683	1049			2236		
5-Nov-11	0	230540			61969	11067		1936.109711	1051.5			2292		
6-Nov-11	0	230754			62428	11149		1937.596738	1054			2308		
7-Nov-11	0	230867			62709	11179		1939.083766	1056			2349		
8-Nov-11	0	230959			62906	11213		1940.570793	1059			2373		
9-Nov-11	0	231057			63086	11260		1942.057821	1062			2385		
10-Nov-11	0	231161			63284	11305		1943.544848	1064			2394		
11-Nov-11	0	231285			63522	11347		1945.031875	1068			2410		
12-Nov-11	0	231556			63829	11489		1946.518903	1069			2428		
13-Nov-11	0	231885			64132	11579		1948.00593	1070			2442		
14-Nov-11	0	232135			64340	11611		1949.492958	1076			2448		
15-Nov-11	0	232316			64557	11655		1950.979985	1076.5			2476		
16-Nov-11	0	232483			64799	11702		1952.467013	1077			2474		
17-Nov-11	0	232655			65037	11800		1953.95404	1079			2480		
18-Nov-11	0	232786			65303	11895		1955.441067	1084			2488		
19-Nov-11	0	232982			65674	12001		1956.928095	1087			2500		
20-Nov-11	0	233164			66002	12071		1958.415122	1090			2515		
21-Nov-11	0	233295			66303	12203		1959.90215	1093			2550		
22-Nov-11	0	233430			66635	12286		1961.389177	1096			2606		
23-Nov-11	0	233545			66930	12365		1962.876205	1099			2667		
24-Nov-11	0	233637			67203	12404		1964.363232	1098.5			2711		
25-Nov-11	0	233778			67504	12459		1965.850259	1098			2717		
26-Nov-11	0	233911			67908	12512		1967.337287	1100			2769		
27-Nov-11	0	234106			68357	12581		1968.824314	1104			2842		
28-Nov-11	0	234228			68728	12694		1970.311342	1105			2947		
29-Nov-11	0	234367			69077	12853		1971.798369	1104			2992		
30-Nov-11	0	234482			69414	12935		1973.285397	1105			3017		
1-Dec-11	0	234508			69778	12986		1974.772424	1111			3041		
2-Dec-11	0	234442			70232	13047		1976.259451	1113			3081		
3-Dec-11	0	234458			70674	13107		1977.746479	1115			3113		
4-Dec-11	0	234608			71293	13163	0	1979.233506	1114.666667			3140		
5-Dec-11	0	234827			71689	13217	0	1980.720534	1114.333333			3156		
6-Dec-11	0	234969			72091	13250	0	1982.207561	1114			3157		
7-Dec-11	0	235130			72558	13474	0	1983.694589	1117			3168		
8-Dec-11	0	235262			72974	13585	0	1985.181616	1118			3187		
9-Dec-11	0	235369			73365	13632	0	1986.668643	1119			3201		
