Date	Technoblade	Technothepig	StudioLORE	Derp Squad
Bar colors	#f59e9d	#c3ecb0	#ffaf6d	#689f39
Bar images	x	x	x	x
"Apr 19, 2014"	2		0	0
"Apr 20, 2014"	2		0	0
"Apr 21, 2014"	1		0	0
"Apr 22, 2014"	2		0	0
"Apr 23, 2014"	2		0	0
"Apr 24, 2014"	2		0	0
"Apr 25, 2014"	2		0	0
"Apr 26, 2014"	2		0	0
"Apr 27, 2014"	2		0	0
"Apr 28, 2014"	2		0	0
"Apr 29, 2014"	2		0	0
"Apr 30, 2014"	2		0	0
"May 01, 2014"	15		1	0
"May 02, 2014"	6		0	0
"May 03, 2014"	4		0	0
"May 04, 2014"	7		0	0
"May 05, 2014"	8		0	0
"May 06, 2014"	2		0	0
"May 07, 2014"	4		0	0
"May 08, 2014"	2		0	0
"May 09, 2014"	3		0	0
"May 10, 2014"	0		0	0
"May 11, 2014"	1		0	0
"May 12, 2014"	18		0	0
"May 13, 2014"	6		0	0
"May 14, 2014"	6		0	0
"May 15, 2014"	6		0	0
"May 16, 2014"	4		0	0
"May 17, 2014"	2		0	0
"May 18, 2014"	2		0	0
"May 19, 2014"	5		0	0
"May 20, 2014"	7		0	0
"May 21, 2014"	4		0	0
"May 22, 2014"	1		0	0
"May 23, 2014"	3		0	0
"May 24, 2014"	3		0	0
"May 25, 2014"	3		0	0
"May 26, 2014"	2		0	0
"May 27, 2014"	5		0	0
"May 28, 2014"	8		1	0
"May 29, 2014"	7		0	0
"May 30, 2014"	5		0	0
"May 31, 2014"	15		0	0
"Jun 01, 2014"	5		0	0
"Jun 02, 2014"	15		0	1
"Jun 03, 2014"	12		0	0
"Jun 04, 2014"	21		0	0
"Jun 05, 2014"	8		0	0
"Jun 06, 2014"	13		0	0
"Jun 07, 2014"	15		0	0
"Jun 08, 2014"	13		0	0
"Jun 09, 2014"	13		0	0
"Jun 10, 2014"	17		0	0
"Jun 11, 2014"	12		0	0
"Jun 12, 2014"	8		0	0
"Jun 13, 2014"	9		0	0
"Jun 14, 2014"	10		0	0
"Jun 15, 2014"	12		0	0
"Jun 16, 2014"	12		0	0
"Jun 17, 2014"	9		0	0
