names	VEGETTA777	Willyrex	Rubius Z	mangelrogel	aLexBY11	LOLiTO FDEZ	luzugames	xFaRgAnx YT	sTaXxCraft	IlloJuan	Quackity
Bar colors	#4c1f62	#20222f	#00719a	#d6eab5	#4bb5ef	#94000c	#ba0103	#d08c5d	#00d23c	#fea8c6	#191836
Bar images	x	x	x	x	x	x	x	x	x	x	x
26-Aug-06			0	641.8346871							
27-Aug-06			0	645.8461538							
28-Aug-06			0	649.8576206							
29-Aug-06			0	653.8690874							
30-Aug-06			0	657.8805542							
31-Aug-06			0	661.892021							
1-Sep-06			0	665.9034878							
2-Sep-06			0	669.9149546							
3-Sep-06			0	673.9264214							
4-Sep-06			0	677.9378882							
5-Sep-06			0	681.949355							
6-Sep-06			0	685.9608218							
7-Sep-06			0	689.9722886							
8-Sep-06			0	693.9837554							
9-Sep-06			0	697.9952222							
10-Sep-06			0	702.006689							
11-Sep-06			0	706.0181558							
12-Sep-06			0	710.0296226							
13-Sep-06			0	714.0410893							
14-Sep-06			0	718.0525561							
15-Sep-06			0	722.0640229							
16-Sep-06			0	726.0754897							
17-Sep-06			0	730.0869565							
18-Sep-06			0	734.0984233							
19-Sep-06			0	738.1098901							
20-Sep-06			0	742.1213569							
21-Sep-06			0	746.1328237							
22-Sep-06			0	750.1442905							
23-Sep-06			0	754.1557573							
24-Sep-06			0	758.1672241							
25-Sep-06			0	762.1786909							
26-Sep-06			0	766.1901577							
27-Sep-06			0	770.2016245							
28-Sep-06			0	774.2130913							
29-Sep-06			0	778.2245581							
30-Sep-06			0	782.2360248							
1-Oct-06			0	786.2474916							
2-Oct-06			0	790.2589584							
3-Oct-06			0	794.2704252							
4-Oct-06			0	798.281892							
5-Oct-06			0	802.2933588							
6-Oct-06			0	806.3048256							
7-Oct-06			0	810.3162924							
8-Oct-06			0	814.3277592							
9-Oct-06			0	818.339226							
10-Oct-06			0	822.3506928							
11-Oct-06			0	826.3621596							
12-Oct-06			0	830.3736264							
13-Oct-06			0	834.3850932							
14-Oct-06			0	838.39656							
15-Oct-06			0	842.4080268							
16-Oct-06			0	846.4194935							
17-Oct-06			0	850.4309603							
18-Oct-06			0	854.4424271							
19-Oct-06			0	858.4538939							
20-Oct-06			0	862.4653607							
21-Oct-06			0	866.4768275							
22-Oct-06			0	870.4882943							
23-Oct-06			0	874.4997611							
24-Oct-06			0	878.5112279							
25-Oct-06			0	882.5226947							
26-Oct-06			0	886.5341615							
27-Oct-06			0	890.5456283							
28-Oct-06			0	894.5570951							
29-Oct-06			0	898.5685619							
30-Oct-06			0	902.5800287							
31-Oct-06			0	906.5914955							
1-Nov-06			0	910.6029623							
2-Nov-06			0	914.614429							
3-Nov-06			0	918.6258958							
4-Nov-06			0	922.6373626							
5-Nov-06			0	926.6488294							
6-Nov-06			0	930.6602962							
7-Nov-06			0	934.671763							
8-Nov-06			0	938.6832298							
9-Nov-06			0	942.6946966							
10-Nov-06			0	946.7061634							
11-Nov-06			0	950.7176302							
12-Nov-06			0	954.729097							
13-Nov-06			0	958.7405638							
14-Nov-06			0	962.7520306							
15-Nov-06			0	966.7634974							
16-Nov-06			0	970.7749642							
17-Nov-06			0	974.786431							
18-Nov-06			0	978.7978978							
19-Nov-06			0	982.8093645							
20-Nov-06			0	986.8208313							
21-Nov-06			0	990.8322981							
22-Nov-06			0	994.8437649							
23-Nov-06			0	998.8552317							
24-Nov-06			0	1002.866699							
25-Nov-06			0	1006.878165							
26-Nov-06			0	1010.889632							
27-Nov-06			0	1014.901099							
28-Nov-06			0	1018.912566							
29-Nov-06			0	1022.924032							
30-Nov-06			0	1026.935499							
1-Dec-06			0	1030.946966							
2-Dec-06			0	1034.958433							
3-Dec-06			0	1038.9699							
4-Dec-06			0	1042.981366							
5-Dec-06			0	1046.992833							
6-Dec-06			0	1051.0043							
7-Dec-06			0	1055.015767							
8-Dec-06			0	1059.027234							
9-Dec-06			0	1063.0387							
10-Dec-06			0	1067.050167							
11-Dec-06			0	1071.061634							
12-Dec-06			0	1075.073101							
13-Dec-06			0	1079.084568							
14-Dec-06			0	1083.096034							
15-Dec-06			0	1087.107501							
16-Dec-06			0	1091.118968							
17-Dec-06			0	1095.130435							
18-Dec-06			0	1099.141902							
19-Dec-06			0	1103.153368							
20-Dec-06			0	1107.164835							
21-Dec-06			0	1111.176302							
22-Dec-06			0	1115.187769							
23-Dec-06			0	1119.199236							
24-Dec-06			0	1123.210702							
25-Dec-06			0	1127.222169							
26-Dec-06			0	1131.233636							
27-Dec-06			0	1135.245103							
28-Dec-06			0	1139.25657							
29-Dec-06			0	1143.268036							
30-Dec-06			0	1147.279503							
31-Dec-06			0	1151.29097							
1-Jan-07			0	1155.302437							
2-Jan-07			0	1159.313903							
3-Jan-07			0	1163.32537							
4-Jan-07			0	1167.336837							
5-Jan-07			0	1171.348304							
6-Jan-07			0	1175.359771							
7-Jan-07			0	1179.371237							
8-Jan-07			0	1183.382704							
9-Jan-07			0	1187.394171							
10-Jan-07			0	1191.405638							
11-Jan-07			0	1195.417105							
12-Jan-07			0	1199.428571							
13-Jan-07			0	1203.440038							
14-Jan-07			0	1207.451505							
15-Jan-07			0	1211.462972							
16-Jan-07			0	1215.474439							
17-Jan-07			0	1219.485905							
18-Jan-07			0	1223.497372							
19-Jan-07			0	1227.508839							
20-Jan-07			0	1231.520306							
21-Jan-07			0	1235.531773							
22-Jan-07			0	1239.543239							
23-Jan-07			0	1243.554706							
24-Jan-07			0	1247.566173							
25-Jan-07			0	1251.57764							
26-Jan-07			0	1255.589107							
27-Jan-07			0	1259.600573							
28-Jan-07			0	1263.61204							
29-Jan-07			0	1267.623507							
30-Jan-07			0	1271.634974							
31-Jan-07			0	1275.646441							
1-Feb-07			0	1279.657907							
2-Feb-07			0	1283.669374							
3-Feb-07			0	1287.680841							
4-Feb-07			0	1291.692308							
5-Feb-07			0	1295.703774							
6-Feb-07			0	1299.715241							
7-Feb-07			0	1303.726708							
8-Feb-07			0	1307.738175							
9-Feb-07			0	1311.749642							
10-Feb-07			0	1315.761108							
11-Feb-07			0	1319.772575							
12-Feb-07			0	1323.784042							
13-Feb-07			0	1327.795509							
14-Feb-07			0	1331.806976							
15-Feb-07			0	1335.818442							
16-Feb-07			0	1339.829909							
17-Feb-07			0	1343.841376							
18-Feb-07			0	1347.852843							
19-Feb-07			0	1351.86431							
20-Feb-07			0	1355.875776							
21-Feb-07			0	1359.887243							
22-Feb-07			0	1363.89871							
23-Feb-07			0	1367.910177							
24-Feb-07			0	1371.921644							
25-Feb-07			0	1375.93311							
26-Feb-07			0	1379.944577							
27-Feb-07			0	1383.956044							
28-Feb-07			0	1387.967511							
1-Mar-07			0	1391.978978							
2-Mar-07			0	1395.990444							
3-Mar-07			0	1400.001911							
4-Mar-07			0	1404.013378							
5-Mar-07			0	1408.024845							
6-Mar-07			0	1412.036312							
7-Mar-07			0	1416.047778							
8-Mar-07			0	1420.059245							
9-Mar-07			0	1424.070712							
10-Mar-07			0	1428.082179							
11-Mar-07			0	1432.093645							
12-Mar-07			0	1436.105112							
13-Mar-07			0	1440.116579							
14-Mar-07			0	1444.128046							
15-Mar-07			0	1448.139513							
16-Mar-07			0	1452.150979							
17-Mar-07			0	1456.162446							
18-Mar-07			0	1460.173913							
19-Mar-07			0	1464.18538							
20-Mar-07			0	1468.196847							
21-Mar-07			0	1472.208313							
22-Mar-07			0	1476.21978							
23-Mar-07			0	1480.231247							
24-Mar-07			0	1484.242714							
25-Mar-07			0	1488.254181							
26-Mar-07			0	1492.265647							
27-Mar-07			0	1496.277114							
28-Mar-07			0	1500.288581							
29-Mar-07			0	1504.300048							
30-Mar-07			0	1508.311515							
31-Mar-07			0	1512.322981							
1-Apr-07			0	1516.334448							
2-Apr-07			0	1520.345915							
3-Apr-07			0	1524.357382							
4-Apr-07			0	1528.368849							
5-Apr-07			0	1532.380315							
6-Apr-07			0	1536.391782							
7-Apr-07			0	1540.403249							
8-Apr-07			0	1544.414716							
9-Apr-07			0	1548.426183							
10-Apr-07			0	1552.437649							
11-Apr-07			0	1556.449116							
12-Apr-07			0	1560.460583							
13-Apr-07			0	1564.47205							
14-Apr-07			0	1568.483516							
15-Apr-07			0	1572.494983							
16-Apr-07			0	1576.50645							
17-Apr-07			0	1580.517917							
18-Apr-07			0	1584.529384							
19-Apr-07			0	1588.54085							
20-Apr-07			0	1592.552317							
21-Apr-07			0	1596.563784							
22-Apr-07			0	1600.575251							
23-Apr-07			0	1604.586718							
24-Apr-07			0	1608.598184							
25-Apr-07			0	1612.609651							
26-Apr-07			0	1616.621118							
27-Apr-07			0	1620.632585							
28-Apr-07			0	1624.644052							
29-Apr-07			0	1628.655518							
30-Apr-07			0	1632.666985							
1-May-07			0	1636.678452							
2-May-07			0	1640.689919							
3-May-07			0	1644.701386							
4-May-07			0	1648.712852							
5-May-07			0	1652.724319							
6-May-07			0	1656.735786							
7-May-07			0	1660.747253							
8-May-07			0	1664.75872							
9-May-07			0	1668.770186							
10-May-07			0	1672.781653							
11-May-07			0	1676.79312							
12-May-07			0	1680.804587							
13-May-07			0	1684.816054							
14-May-07			0	1688.82752							
15-May-07			0	1692.838987							
16-May-07			0	1696.850454							
17-May-07			0	1700.861921							
18-May-07			0	1704.873387							
19-May-07			0	1708.884854							
20-May-07			0	1712.896321							
21-May-07			0	1716.907788							
22-May-07			0	1720.919255							
23-May-07			0	1724.930721							
24-May-07			0	1728.942188							
25-May-07			0	1732.953655							
26-May-07			0	1736.965122							
27-May-07			0	1740.976589							
28-May-07			0	1744.988055							
29-May-07			0	1748.999522							
30-May-07			0	1753.010989							
31-May-07			0	1757.022456							
1-Jun-07			0	1761.033923							
2-Jun-07			0	1765.045389							
3-Jun-07			0	1769.056856							
4-Jun-07			0	1773.068323							
5-Jun-07			0	1777.07979							
6-Jun-07			0	1781.091257							
7-Jun-07			0	1785.102723							
8-Jun-07			0	1789.11419							
9-Jun-07			0	1793.125657							
10-Jun-07			0	1797.137124							
11-Jun-07			0	1801.148591							
12-Jun-07			0	1805.160057							
13-Jun-07			0	1809.171524							
14-Jun-07			0	1813.182991							
15-Jun-07			0	1817.194458							
16-Jun-07			0	1821.205925							
17-Jun-07			0	1825.217391							
18-Jun-07			0	1829.228858							
19-Jun-07			0	1833.240325							
20-Jun-07			0	1837.251792							
21-Jun-07			0	1841.263258							
22-Jun-07			0	1845.274725							
23-Jun-07			0	1849.286192							
24-Jun-07			0	1853.297659							
25-Jun-07			0	1857.309126							
26-Jun-07			0	1861.320592							
27-Jun-07			0	1865.332059							
28-Jun-07			0	1869.343526							
29-Jun-07			0	1873.354993							
30-Jun-07			0	1877.36646							
1-Jul-07			0	1881.377926							
2-Jul-07			0	1885.389393							
3-Jul-07			0	1889.40086							
4-Jul-07			0	1893.412327							
5-Jul-07			0	1897.423794							
6-Jul-07			0	1901.43526							
7-Jul-07			0	1905.446727							
8-Jul-07			0	1909.458194							
9-Jul-07			0	1913.469661							
10-Jul-07			0	1917.481128							
11-Jul-07			0	1921.492594							
12-Jul-07			0	1925.504061							
13-Jul-07			0	1929.515528							
14-Jul-07			0	1933.526995							
15-Jul-07			0	1937.538462							
16-Jul-07			0	1941.549928							
17-Jul-07			0	1945.561395							
18-Jul-07			0	1949.572862							
19-Jul-07			0	1953.584329							
20-Jul-07			0	1957.595796							
21-Jul-07			0	1961.607262							
22-Jul-07			0	1965.618729							
23-Jul-07			0	1969.630196							
24-Jul-07			0	1973.641663							
25-Jul-07			0	1977.653129							
26-Jul-07			0	1981.664596							
27-Jul-07			0	1985.676063							
28-Jul-07			0	1989.68753							
29-Jul-07			0	1993.698997							
30-Jul-07			0	1997.710463							
31-Jul-07			0	2001.72193							
1-Aug-07			0	2005.733397							
2-Aug-07			0	2009.744864							
3-Aug-07			0	2013.756331							
4-Aug-07			0	2017.767797							
5-Aug-07			0	2021.779264							
6-Aug-07			0	2025.790731							
7-Aug-07			0	2029.802198							
8-Aug-07			0	2033.813665							
9-Aug-07			0	2037.825131							
10-Aug-07			0	2041.836598							
11-Aug-07			0	2045.848065							
12-Aug-07			0	2049.859532							
13-Aug-07			0	2053.870999							
14-Aug-07			0	2057.882465							
15-Aug-07			0	2061.893932							
16-Aug-07			0	2065.905399							
17-Aug-07			0	2069.916866							
18-Aug-07			0	2073.928333							
19-Aug-07			0	2077.939799							
20-Aug-07			0	2081.951266							
21-Aug-07			0	2085.962733							
22-Aug-07			0	2089.9742							
23-Aug-07			0	2093.985667							
24-Aug-07			0	2097.997133							
25-Aug-07			0	2102.0086							
26-Aug-07			0	2106.020067							
27-Aug-07			0	2110.031534							
28-Aug-07			0	2114.043							
29-Aug-07			0	2118.054467							
30-Aug-07			0	2122.065934							
31-Aug-07			0	2126.077401							
1-Sep-07			0	2130.088868							
2-Sep-07			0	2134.100334							
3-Sep-07			0	2138.111801							
4-Sep-07			0	2142.123268							
5-Sep-07			0	2146.134735							
6-Sep-07			0	2150.146202							
7-Sep-07			0	2154.157668							
8-Sep-07			0	2158.169135							
9-Sep-07			0	2162.180602							
10-Sep-07			0	2166.192069							
11-Sep-07			0	2170.203536							
12-Sep-07			0	2174.215002							
13-Sep-07			0	2178.226469							
14-Sep-07			0	2182.237936							
15-Sep-07			0	2186.249403							
16-Sep-07			0	2190.26087							
17-Sep-07			0	2194.272336							
18-Sep-07			0	2198.283803							
19-Sep-07			0	2202.29527							
20-Sep-07			0	2206.306737							
21-Sep-07			0	2210.318204							
22-Sep-07			0	2214.32967							
23-Sep-07			0	2218.341137							
24-Sep-07			0	2222.352604							
25-Sep-07			0	2226.364071							
26-Sep-07			0	2230.375538							
27-Sep-07			0	2234.387004							
28-Sep-07			0	2238.398471							
29-Sep-07			0	2242.409938							
30-Sep-07			0	2246.421405							
1-Oct-07			0	2250.432871							
2-Oct-07			0	2254.444338							
3-Oct-07			0	2258.455805							
4-Oct-07			0	2262.467272							
5-Oct-07			0	2266.478739							
6-Oct-07			0	2270.490205							
7-Oct-07			0	2274.501672							
8-Oct-07			0	2278.513139							
9-Oct-07			0	2282.524606							
10-Oct-07			0	2286.536073							
11-Oct-07			0	2290.547539							
12-Oct-07			0	2294.559006							
13-Oct-07			0	2298.570473							
14-Oct-07			0	2302.58194							
15-Oct-07			0	2306.593407							
16-Oct-07			0	2310.604873							
17-Oct-07			0	2314.61634							
18-Oct-07			0	2318.627807							
19-Oct-07			0	2322.639274							
20-Oct-07			0	2326.650741							
21-Oct-07			0	2330.662207							
22-Oct-07			0	2334.673674							
23-Oct-07			0	2338.685141							
24-Oct-07			0	2342.696608							
25-Oct-07			0	2346.708075							
26-Oct-07			0	2350.719541							
27-Oct-07			0	2354.731008							
28-Oct-07			0	2358.742475							
29-Oct-07			0	2362.753942							
30-Oct-07			0	2366.765409							
31-Oct-07			0	2370.776875							
1-Nov-07			0	2374.788342							
2-Nov-07			0	2378.799809							
3-Nov-07			0	2382.811276							
4-Nov-07			0	2386.822742							
5-Nov-07			0	2390.834209							
6-Nov-07			0	2394.845676							
7-Nov-07			0	2398.857143							
8-Nov-07			0	2402.86861							
9-Nov-07			0	2406.880076							
10-Nov-07			0	2410.891543							
11-Nov-07			0	2414.90301							
12-Nov-07			0	2418.914477							
13-Nov-07			0	2422.925944							
14-Nov-07			0	2426.93741							
15-Nov-07			0	2430.948877							
16-Nov-07			0	2434.960344							
17-Nov-07			0	2438.971811							
18-Nov-07			0	2442.983278							
19-Nov-07			0	2446.994744							
20-Nov-07			0	2451.006211							
21-Nov-07			0	2455.017678							
22-Nov-07			0	2459.029145							
23-Nov-07			0	2463.040612							
24-Nov-07			0	2467.052078							
25-Nov-07			0	2471.063545							
26-Nov-07			0	2475.075012							
27-Nov-07			0	2479.086479							
28-Nov-07			0	2483.097946							
29-Nov-07			0	2487.109412							
30-Nov-07			0	2491.120879							
1-Dec-07			0	2495.132346							
2-Dec-07			0	2499.143813							
3-Dec-07			0	2503.15528							
4-Dec-07			0	2507.166746							
5-Dec-07			0	2511.178213							
6-Dec-07			0	2515.18968							
7-Dec-07			0	2519.201147							
8-Dec-07			0	2523.212613							
9-Dec-07			0	2527.22408							
10-Dec-07			0	2531.235547							
11-Dec-07			0	2535.247014							
12-Dec-07			0	2539.258481							
13-Dec-07			0	2543.269947							
14-Dec-07			0	2547.281414							
15-Dec-07			0	2551.292881							
16-Dec-07			0	2555.304348							
17-Dec-07			0	2559.315815							
18-Dec-07			0	2563.327281							
19-Dec-07			0	2567.338748							
20-Dec-07			0	2571.350215							
21-Dec-07			0	2575.361682							
22-Dec-07			0	2579.373149							
23-Dec-07			0	2583.384615							
24-Dec-07			0	2587.396082							
25-Dec-07			0	2591.407549							
26-Dec-07			0	2595.419016							
27-Dec-07			0	2599.430483							
28-Dec-07			0	2603.441949							
29-Dec-07			0	2607.453416							
30-Dec-07			0	2611.464883							
31-Dec-07			0	2615.47635							
1-Jan-08			0	2619.487817							
2-Jan-08			0	2623.499283							
3-Jan-08			0	2627.51075							
4-Jan-08			0	2631.522217							
5-Jan-08			0	2635.533684							
6-Jan-08			0	2639.545151							
7-Jan-08			0	2643.556617							
8-Jan-08			0	2647.568084							
9-Jan-08			0	2651.579551							
10-Jan-08			0	2655.591018							
11-Jan-08			0	2659.602484							
12-Jan-08			0	2663.613951							
13-Jan-08			0	2667.625418							
14-Jan-08			0	2671.636885							
15-Jan-08			0	2675.648352							
16-Jan-08			0	2679.659818							
17-Jan-08			0	2683.671285							
18-Jan-08			0	2687.682752							
19-Jan-08			0	2691.694219							
20-Jan-08			0	2695.705686							
21-Jan-08			0	2699.717152							
22-Jan-08			0	2703.728619							
23-Jan-08			0	2707.740086							
24-Jan-08			0	2711.751553							
25-Jan-08			0	2715.76302							
26-Jan-08			0	2719.774486							
27-Jan-08			0	2723.785953							
28-Jan-08			0	2727.79742							
29-Jan-08			0	2731.808887							
30-Jan-08			0	2735.820354							
31-Jan-08			0	2739.83182							
1-Feb-08			0	2743.843287							
2-Feb-08			0	2747.854754							
3-Feb-08			0	2751.866221							
4-Feb-08			0	2755.877688							
5-Feb-08			0	2759.889154							
6-Feb-08			0	2763.900621							
7-Feb-08			0	2767.912088							
8-Feb-08			0	2771.923555							
9-Feb-08			0	2775.935022							
10-Feb-08			0	2779.946488							
11-Feb-08			0	2783.957955							
12-Feb-08			0	2787.969422							
13-Feb-08			0	2791.980889							
14-Feb-08			0	2795.992355							
15-Feb-08			0	2800.003822							
16-Feb-08			0	2804.015289							
17-Feb-08			0	2808.026756							
18-Feb-08			0	2812.038223							
19-Feb-08			0	2816.049689							
20-Feb-08			0	2820.061156							
21-Feb-08			0	2824.072623							
22-Feb-08			0	2828.08409							
23-Feb-08			0	2832.095557							
24-Feb-08			0	2836.107023							
25-Feb-08			0	2840.11849							
26-Feb-08			0	2844.129957							
27-Feb-08			0	2848.141424							
28-Feb-08			0	2852.152891							
29-Feb-08			0	2856.164357							
1-Mar-08			0	2860.175824							
2-Mar-08	0		0	2864.187291							
3-Mar-08	0		0	2868.198758							
4-Mar-08	0		0	2872.210225							
5-Mar-08	0		0	2876.221691							
6-Mar-08	0		0	2880.233158							
7-Mar-08	0		0	2884.244625							
8-Mar-08	0		0	2888.256092							
9-Mar-08	0		0	2892.267559							
10-Mar-08	0		0	2896.279025							
11-Mar-08	0		0	2900.290492							
12-Mar-08	0		0	2904.301959							
13-Mar-08	0		0	2908.313426							
14-Mar-08	0		0	2912.324892							
15-Mar-08	0		0	2916.336359							
16-Mar-08	0		0	2920.347826							
17-Mar-08	0		0	2924.359293							
18-Mar-08	0		0	2928.37076							
19-Mar-08	0		0	2932.382226							
20-Mar-08	0		0	2936.393693							
21-Mar-08	0		0	2940.40516							
22-Mar-08	0		0	2944.416627							
23-Mar-08	0		0	2948.428094							
24-Mar-08	0		0	2952.43956							
25-Mar-08	0		0	2956.451027							
26-Mar-08	0		0	2960.462494							
27-Mar-08	0		0	2964.473961							
28-Mar-08	0		0	2968.485428							
29-Mar-08	0		0	2972.496894							
30-Mar-08	0		0	2976.508361							
31-Mar-08	0		0	2980.519828							
1-Apr-08	0		0	2984.531295							
2-Apr-08	0		0	2988.542762							
3-Apr-08	0		0	2992.554228							
4-Apr-08	0		0	2996.565695							
5-Apr-08	0		0	3000.577162							
6-Apr-08	0		0	3004.588629							
7-Apr-08	0		0	3008.600096							
8-Apr-08	0		0	3012.611562							
9-Apr-08	0		0	3016.623029							
10-Apr-08	0		0	3020.634496							
11-Apr-08	0		0	3024.645963							
12-Apr-08	0		0	3028.65743							
13-Apr-08	0		0	3032.668896							
14-Apr-08	0		0	3036.680363							
15-Apr-08	0		0	3040.69183							
16-Apr-08	0		0	3044.703297							
17-Apr-08	0		0	3048.714763							
18-Apr-08	0		0	3052.72623							
19-Apr-08	0		0	3056.737697							
20-Apr-08	0		0	3060.749164							
21-Apr-08	0		0	3064.760631							
22-Apr-08	0		0	3068.772097							
23-Apr-08	0		0	3072.783564							
24-Apr-08	0		0	3076.795031							
25-Apr-08	0		0	3080.806498							
26-Apr-08	0		0	3084.817965							
27-Apr-08	0		0	3088.829431							
28-Apr-08	0		0	3092.840898							
29-Apr-08	0		0	3096.852365							
30-Apr-08	0		0	3100.863832							
1-May-08	0		0	3104.875299							
2-May-08	0		0	3108.886765							
3-May-08	0		0	3112.898232							
4-May-08	0		0	3116.909699							
5-May-08	0		0	3120.921166							
6-May-08	0		0	3124.932633							
7-May-08	0		0	3128.944099							
8-May-08	0		0	3132.955566							
9-May-08	0		0	3136.967033							
10-May-08	0		0	3140.9785							
11-May-08	0		0	3144.989967							
12-May-08	0		0	3149.001433							
13-May-08	0		0	3153.0129							
14-May-08	0		0	3157.024367							
15-May-08	0		0	3161.035834							
16-May-08	0		0	3165.047301							
17-May-08	0		0	3169.058767							
18-May-08	0		0	3173.070234							
19-May-08	0		0	3177.081701							
20-May-08	0		0	3181.093168							
21-May-08	0		0	3185.104634							
22-May-08	0		0	3189.116101							
23-May-08	0		0	3193.127568							
24-May-08	0		0	3197.139035							
25-May-08	0		0	3201.150502							
26-May-08	0		0	3205.161968							
27-May-08	0		0	3209.173435							
28-May-08	0		0	3213.184902							
29-May-08	0		0	3217.196369							
30-May-08	0		0	3221.207836							
31-May-08	0		0	3225.219302							
