Names	Behzinga	KSI	Miniminter	TBJZL	Vikkstar123	W2S	Zerkaa
Bar Colors	#e4a176	#9c9392	#fddc85	#020203	#4f57e8	#0668c2	#01f8ff
Bar Images	Behzinga.jpg	KSI.jpg	Miniminter.jpg	TBJZL.jpg	Vikkstar123.jpg	W2S.jpg	Zerkaa.jpg
"Apr 23, 2014"	46856	5539863	190342	66702	602856	1160337	464637
"Apr 24, 2014"	47093	5546628	191795	67170	604926	1166423	465108
"Apr 25, 2014"	47359	5553639	193443	67624	606904	1172314	465526
"Apr 26, 2014"	47659	5561208	195703	68172	609034	1178791	466321
"Apr 27, 2014"	47989	5568661	197667	68725	611528	1185404	466984
"Apr 28, 2014"	48226	5574922	199762	69291	614281	1189977	467408
"Apr 29, 2014"	48445	5582533	201279	69547	616087	1194672	467714
"Apr 30, 2014"	48582	5590356	202593	69916	618042	1199586	468019
"May 01, 2014"	48738	5598571	203956	70133	620227	1206212	468313
"May 02, 2014"	48859	5606532	205208	70627	621520	1211591	468586
"May 03, 2014"	49043	5615090	207160	71069	623230	1218130	468944
"May 04, 2014"	49258	5623539	210249	71624	625727	1224618	469353
"May 05, 2014"	49472	5632647	213611	72218	628763	1230973	469799
"May 06, 2014"	49660	5640318	216818	72886	631149	1236090	470122
"May 07, 2014"	49834	5648180	219059	73339	633263	1241872	470482
"May 08, 2014"	50065	5655790	220392	73698	636540	1248219	470886
"May 09, 2014"	50229	5663133	222228	74054	638320	1254329	471277
"May 10, 2014"	50423	5673205	224891	74571	640471	1262620	471745
"May 11, 2014"	50507	5675314	225628	74772	641163	1264512	471884
"May 12, 2014"	50779	5688966	229219	75449	645155	1279428	472602
"May 13, 2014"	51051	5696579	229714	76126	645441	1286189	472931
"May 14, 2014"	51323	5704192	233876.5	76803	649692	1292950	473260
"May 15, 2014"	51595	5711805	238039	77480	649880	1298296	473589
"May 16, 2014"	51867	5713350	239484	78158	653185	1301514	474211.5
"May 17, 2014"	52310	5725842	241600	78913	655548	1310453	474834
"May 18, 2014"	52843	5734495	244517	79499	658188	1318183	475416
"May 19, 2014"	53125	5744867	246682	80431	660523	1323832	475794
"May 20, 2014"	53372	5754868	248461	81163	662506	1329115	476156
"May 21, 2014"	53598	5763069	250178	81509	664270	1334910	476494
"May 22, 2014"	53917	5770632	252146	81845	666193	1341452	476887
"May 23, 2014"	54242	5777710	254106	84046	668331	1347512	477233
"May 24, 2014"	54549	5786191	256708	87359	670759	1354897	477618
"May 25, 2014"	54843	5795116	259318	89074	673631	1363896	478023
"May 26, 2014"	55094	5803870	261236	92027	677119	1371648	478461
"May 27, 2014"	55462	5812249	263981	97158	681928	1378437	478947
"May 28, 2014"	55866	5820843	266271	102501	685120	1384610	479376
"May 29, 2014"	56255	5828574	270071	106780	688483	1391386	479869
"May 30, 2014"	56793	5836135	273615	109928	691339	1397425	480302
"May 31, 2014"	57820	5845064	277009	111857	694014	1404118	480719
"Jun 01, 2014"	58772	5853728	280181	114673	697307	1410347	481347
"Jun 02, 2014"	59541	5861791	283192	116438	699584	1417338	482085
"Jun 03, 2014"	60069	5869882	285691	117649	702081	1423927	482845
"Jun 04, 2014"	60666	5877468	288225	118966	705064	1430384	483686
"Jun 05, 2014"	61247	5885685	290659	120297	707736	1436256	484384
"Jun 06, 2014"	61606	5893082	292587	121232	710175	1442376	484888
"Jun 07, 2014"	62006	5901452	295258	122456	713361	1449390	485590
"Jun 08, 2014"	62422	5910334	297887	123984	716671	1456603	486417
"Jun 09, 2014"	62696	5918842	300380	125300	720080	1463987	486961
"Jun 10, 2014"	63041	5927326	302379	126303	722891	1470510	487428
"Jun 11, 2014"	63237	5935397	304633	127142	728603	1475789	487797
"Jun 12, 2014"	63252	5936045	304687	127188	729381	1476159	487823
"Jun 13, 2014"	63539	5949017	307447	128672	736241	1484694	488421
"Jun 14, 2014"	63768	5955838	309700	129740	739103	1489188	488811
"Jun 15, 2014"	64020	5965814	312599	130843	743428	1496150	489355
"Jun 16, 2014"	64162	5952643	314110	131552	745043	1499471	486127
"Jun 17, 2014"	64377	5977562	315848	132398	748924	1507364	489661
"Jun 18, 2014"	64619	5985679	317462	133190	751658	1513937	490064
"Jun 19, 2014"	64905	5993217	319061	133819	754429	1519236	490470
"Jun 20, 2014"	65114	6000445	320988	134495	756975	1524457	490825
"Jun 21, 2014"	65701	6008200	322658	135415	759625	1530702	491310
"Jun 22, 2014"	67478	6017111	324420	136226	762297	1536681	491717
"Jun 23, 2014"	68521	6025421	325862	136870	765036	1542384	492039
"Jun 24, 2014"	70696	6033132	326955	137534	767709	1548193	492477
"Jun 25, 2014"	72286	6040497	329539	138294	770125	1554099	492718
"Jun 26, 2014"	72922	6029335	330995	138920	771005	1556447	489683
"Jun 27, 2014"	73389	6037252	332638	139544	773028	1562022	489918
"Jun 28, 2014"	73879	6044806	334398	140156	775237	1567844	490271
"Jun 29, 2014"	74417	6053551	336282	140740	777503	1573891	490660
"Jun 30, 2014"	74840	6062321	337782	141325	779703	1579605	491065
"Jul 01, 2014"	75215	6070181	339458	141893	781807	1585919	491408
"Jul 02, 2014"	75620	6079756	341149	143049	783802	1593334	491818
"Jul 03, 2014"	76050	6088673	342655	144023	785964	1599395	492301
"Jul 04, 2014"	76534	6097970	343904	144709	788256	1605150	492737
"Jul 05, 2014"	77027	6109355	345387	145933	790415	1611004	493277
"Jul 06, 2014"	77725	6121045	347387	147006	792977	1617904	493919
"Jul 07, 2014"	78194	6131068	349162	147865	795180	1624555	494454
"Jul 08, 2014"	78594	6140675	350629	148507	797481	1630718	494870
"Jul 09, 2014"	78955	6149925	351964	149179	799482	1635954	495180
"Jul 10, 2014"	79358	6160654	353754	149803	801756	1642246	495534
"Jul 11, 2014"	79880	6172037	355252	150449	803951	1647620	495909
"Jul 12, 2014"	80366	6182028	356765	151114	805934	1653200	496241
"Jul 13, 2014"	80801	6191360	358607	151732	808288	1658539	496603
"Jul 14, 2014"	81320	6201442	362884	153020	811219	1665064	497210
"Jul 15, 2014"	81764	6214032	365760	154204	814266	1672772	497681
"Jul 16, 2014"	82294	6225932	368586	155180	817626	1679277	498206
"Jul 17, 2014"	82753	6237451	370584	156333	821276	1685671	498669
"Jul 18, 2014"	83233	6248244	372842	157313	824545	1692412	499201
"Jul 19, 2014"	83756	6258215	375533	158476	827140	1700928	499718
"Jul 20, 2014"	84295	6268455	379819	159789	830041	1709735	500444
"Jul 21, 2014"	84965	6278691	383563	161212	833071	1717893	501150
"Jul 22, 2014"	85547	6289241	387245	162424	835958	1725953	501712
"Jul 23, 2014"	86175	6298659	389680	163545	838984	1733195	502336
"Jul 24, 2014"	86479	6307608	392549	164628	841656	1740615	502935
"Jul 25, 2014"	87053	6318376	395973	165670	844558	1748252	503431
"Jul 26, 2014"	87989	6326979	400281	167574	848135	1754993	504395
"Jul 27, 2014"	88717	6337303	406359	169737	851943	1761781	505493
"Jul 28, 2014"	89431	6346492	412359	171635	855755	1769185	506345
"Jul 29, 2014"	90186	6357814	418490	173449	859932	1778822	507300
"Jul 30, 2014"	90802	6367134	423853	175049	864319	1788553	508354
"Jul 31, 2014"	91604	6379006	442543	178420	869326	1800014	509827
"Aug 01, 2014"	92386	6389937	454311	182874	873928	1807985	510925
"Aug 02, 2014"	92834	6397864	462148	186585	877633	1816333	511755
"Aug 03, 2014"	93341	6406695	470143	189233	881708	1824211	512637
"Aug 04, 2014"	94324	6421405	477516	193119	886289	1833456	513608
"Aug 05, 2014"	94994	6433529	485048	196403	890231	1842943	514483
"Aug 06, 2014"	95442	6447237	490860	199933	893940	1851276	515316
"Aug 07, 2014"	96459	6458797	496244	202904	897202	1860590	516141
"Aug 08, 2014"	97121	6470999	500007	206343	900685	1869211	516897
"Aug 09, 2014"	97618	6480046	506243	208370	903930	1877783	517430
"Aug 10, 2014"	98666	6488880	515012	210599	906889	1884142	518417
"Aug 11, 2014"	101217	6499153	521321	212373	910006	1894133	519202
"Aug 12, 2014"	102958	6510469	528097	214601	913187	1901001	520021
"Aug 13, 2014"	104359	6522832	534429	217200	917383	1911330	520994
"Aug 14, 2014"	105667	6532436	539444	219489	920816	1919488	521740
"Aug 15, 2014"	106954	6542928	543065	221375	924248	1926237	522523
"Aug 16, 2014"	108247	6552324	547926	222983	927621	1933408	523250
"Aug 17, 2014"	109433	6561884	551827	225099	930841	1940586	523994
"Aug 18, 2014"	110250	6572529	556664	226907	934139	1947899	524762
"Aug 19, 2014"	110992	6587498	563094	229204	937482	1954356	525786
"Aug 20, 2014"	112377	6601568	568551	231872	941254	1962597	526943
"Aug 21, 2014"	113117	6615079	573654	234329	944605	1969470	527832
"Aug 22, 2014"	114356	6629076	577714	236450	947566	1975247	528477
"Aug 23, 2014"	116070	6641870	581534	238721	950099	1982078	529131
"Aug 24, 2014"	116546	6655587	585876	240680	953785	1988584	529853
"Aug 25, 2014"	117765	6666198	590790	242615	957164	1994836	530560
"Aug 26, 2014"	118352	6674928	594339	243947	960378	1998331	530879
"Aug 27, 2014"	119042	6689365	598358	245636	963515	2006542	531708
"Aug 28, 2014"	119675	6698154	602474	247160	966471	2011392	532244
"Aug 29, 2014"	120199	6709858	606817	248682	969313	2016884	532864
"Aug 30, 2014"	120903	6721294	611123	250634	972562	2021525	533400
"Aug 31, 2014"	121795	6732261	615283	252023	975946	2026417	533998
"Sep 01, 2014"	122367	6742393	620354	253715	980480	2031303	534483
"Sep 02, 2014"	123081	6751778	624735	254781	983961	2035747	535056
"Sep 03, 2014"	123724	6760170	628619	256220	987325	2039491	535656
"Sep 04, 2014"	124299	6768334	632770	257472	989938	2042672	536155
"Sep 05, 2014"	124898	6774557	636356	261913	992763	2046110	536841
"Sep 06, 2014"	126167	6784669	640679	264033	996760	2050925	537811
"Sep 07, 2014"	127121	6792934	644530	266878	1001473	2055870	538859
"Sep 08, 2014"	127830	6800947	648343	268904	1008864	2060506	539547
"Sep 09, 2014"	128401	6807099	651716	270734	1012256	2064556	540147
"Sep 10, 2014"	128876	6812855	654732	272266	1014993	2068217	540504
"Sep 11, 2014"	130585	6819594	658005	274056	1017788	2072107	541382
"Sep 12, 2014"	134205	6825780	662376	277914	1020509	2077329	544334
"Sep 13, 2014"	139606	6833506	668533	282098	1025075	2082202	549844
"Sep 14, 2014"	143566	6841659	673891	285709	1029466	2088920	553028
"Sep 15, 2014"	146739	6849354	678201	288907	1032548	2093977	555318
"Sep 16, 2014"	150378	6856413	682355	291868	1034842	2097932	557507
"Sep 17, 2014"	152920	6862975	686636	294573	1038264	2103945	560007
"Sep 18, 2014"	155501	6870005	691052	297104	1041332	2108848	561894
"Sep 19, 2014"	157723	6878361	695962	299026	1044531	2114639	563275
"Sep 20, 2014"	160600	6887957	702584	301403	1048537	2123293	564799
"Sep 21, 2014"	163792	6898913	709652	304150	1059076	2133208	566590
"Sep 22, 2014"	166433	6908306	716079	305991	1063108	2140315	567692
"Sep 23, 2014"	168840	6918537	721481	308108	1065868	2148013	569871
"Sep 24, 2014"	171150	6926822	726151	310234	1068837	2155301	572051
"Sep 25, 2014"	173297	6934880	731025	312126	1071848	2165503	573532
"Sep 26, 2014"	175051	6942347	735491	313412	1073985	2173032	574649
"Sep 27, 2014"	177740	6952106	741284	315325	1077911	2184487	575991
"Sep 28, 2014"	180869	6964746	747970	317367	1081868	2196595	578645
"Sep 29, 2014"	182936	6974197	753150	319484	1085160	2206778	580676
"Sep 30, 2014"	184486	6983829	757938	320944	1087949	2214697	584968
"Oct 01, 2014"	186764	6992498	763959	322303	1090641	2224487	587130
"Oct 02, 2014"	187953	6997555	768080	323938	1092511	2227117	588580
"Oct 03, 2014"	193291	7012118	773612	325522	1096009	2239279	591275
"Oct 04, 2014"	197585	7023722	778640	328018	1099183	2249949	593379
"Oct 05, 2014"	201305	7034999	785611	330657	1103395	2259908	596438
"Oct 06, 2014"	203972	7045192	792811	332872	1106248	2268091	598644
"Oct 07, 2014"	205988	7055435	799093	334828	1109645	2277493	601034
"Oct 08, 2014"	209658	7065330	803904	336501	1112168	2286487	603443
"Oct 09, 2014"	213128.5	7074164	804498	336519	1115375	2287197	603480
"Oct 10, 2014"	216599	7082998	814097	339966	1118582	2306463	607298
"Oct 11, 2014"	219540	7094006	820220	344375	1122530	2318694	609684
"Oct 12, 2014"	222251	7105001	829122	347781	1127687	2331407	612502
"Oct 13, 2014"	225113	7108792	840064	350983	1129992	2334695	615092
"Oct 14, 2014"	227878	7124350	845788	353997	1140345	2352200	616962
"Oct 15, 2014"	229329	7134511	852429	356363	1144000	2361096	618646
"Oct 16, 2014"	231806	7143713	858936	358389	1147881	2369781	620819
"Oct 17, 2014"	233678	7151742	864271	360853	1151568	2379913	622504
"Oct 18, 2014"	235991	7162972	871439	363676	1156690	2390073	625026
"Oct 19, 2014"	237638	7171404	876481	365824	1160716	2401809	629431
"Oct 20, 2014"	240108	7184598	886379	368846	1167908	2410071	631766
"Oct 21, 2014"	241759	7192830	891305	370662	1172278	2418532	633460
"Oct 22, 2014"	243057	7200814	895852	372224	1175790	2425877	635608
"Oct 23, 2014"	244746	7209810	901096	374255	1179697	2432309	638726
"Oct 24, 2014"	246432	7219039	907310	376114	1184016	2442370	641809
"Oct 25, 2014"	248390	7227467	915469	379164	1189028	2452237	644469
"Oct 26, 2014"	250744	7241122	925200	386944	1195313	2463313	647631
"Oct 27, 2014"	252891	7252250	932657	395076	1200948	2472423	650623
"Oct 28, 2014"	254922	7261205	940140	399563	1206241	2481975	653257
"Oct 29, 2014"	256980	7272448	947535	404508	1210688	2488981	655401
"Oct 30, 2014"	258998	7281415	953083	407439	1216673	2496736	657885
"Oct 31, 2014"	260683	7289210	959641	410420	1221284	2505694	660795
"Nov 01, 2014"	263376	7300357	970293	416093	1231568	2513922	665235
"Nov 02, 2014"	267489	7311565	981051	421201	1240155	2525353	670188
"Nov 03, 2014"	269569	7322196	990253	425350	1247921	2534280	673209
"Nov 04, 2014"	272040	7329327	996279	427926	1252335	2541896	675692
"Nov 05, 2014"	273766	7336150	1003712	432558	1256910	2548443	678911
"Nov 06, 2014"	275244	7345643	1011817	438128	1261368	2556298	682805
"Nov 07, 2014"	276472	7353403	1019905	445584	1266044	2563595	687856
"Nov 08, 2014"	278079	7363046	1027938	451064	1271583	2573529	693617
"Nov 09, 2014"	279923	7373216	1035788	456317	1277717	2583303	698018
"Nov 10, 2014"	281847	7381901	1043836	460326	1282992	2603557	701921
"Nov 11, 2014"	283289	7390284	1049860	463824	1288497	2618687	704646
"Nov 12, 2014"	284575	7398307	1054868	466874	1293055	2628448	706997
"Nov 13, 2014"	285732	7405309	1059276	469148	1296229	2636710	708577
"Nov 14, 2014"	287294	7412134	1064360	471453	1300072	2642734	710446
"Nov 15, 2014"	289449	7422323	1069632	474148	1305023	2651572	712292
"Nov 16, 2014"	291857	7432009	1076381	477252	1311290	2660981	718506
"Nov 17, 2014"	293546	7440408	1081289	479673	1318228	2668971	723106
"Nov 18, 2014"	294922	7448304	1086167	481495	1322739	2674696	725283
"Nov 19, 2014"	295879	7456069	1089603	483558	1326528	2681129	727738
"Nov 20, 2014"	296787	7463061	1094107	485186	1330743	2689896	729542
"Nov 21, 2014"	297711	7470772	1097645	486920	1334756	2696322	732538
"Nov 22, 2014"	299359	7479931	1103495	489405	1339633	2706194	734995
"Nov 23, 2014"	301290	7490377	1108948	491927	1344878	2715353	738538
"Nov 24, 2014"	302512	7497747	1114198	493855	1349016	2721408	740438
"Nov 25, 2014"	303577	7504995	1120218	495451	1352625	2728171	742270
"Nov 26, 2014"	304651	7511987	1124231	497087	1357424	2734054	743841
"Nov 27, 2014"	305491	7518448	1129288	499174	1360643	2742193	745140
"Nov 28, 2014"	306641	7526926	1135052	501003	1364801	2750815	746623
"Nov 29, 2014"	307859	7535700	1140234	503491	1368892	2760995	748923
"Nov 30, 2014"	309533	7547400	1147468	506460	1375346	2777223	751391
"Dec 01, 2014"	313820	7560668	1155576	509166	1380590	2788965	753245
"Dec 02, 2014"	316095	7555382	1157825	509475	1380417	2790757	753442
"Dec 03, 2014"	317659	7564927	1163118	511650	1383617	2797620	754894
"Dec 04, 2014"	319030	7574017	1168184	513683	1387312	2805383	756828
"Dec 05, 2014"	322241	7584715	1173738	515257	1390253	2813120	759082
"Dec 06, 2014"	325284	7594844	1180355	517780	1394626	2823818	762207
"Dec 07, 2014"	328244	7612345	1186585	519867	1399258	2833397	765261
"Dec 08, 2014"	332738	7629143	1193508	521924	1403120	2839898	767836
"Dec 09, 2014"	335318	7640929	1198648	523679	1405997	2847652	769915
"Dec 10, 2014"	336610	7651977	1203230	525317	1409190	2855253	771424
"Dec 11, 2014"	340036	7661468	1207535	526623	1412075	2861772	773147
"Dec 12, 2014"	342350	7669378	1212129	528370	1415467	2869462	774682
"Dec 13, 2014"	345515	7680564	1218427	530132	1418967	2878921	776130
"Dec 14, 2014"	349004	7689933	1225859	532000	1426107	2886815	779765
"Dec 15, 2014"	351875	7699004	1231665	533677	1429369	2893836	781763
"Dec 16, 2014"	354711	7708720	1235651	535649	1432972	2900792	783497
"Dec 17, 2014"	356946	7717123	1240720	537279	1436682	2907739	785051
"Dec 18, 2014"	358866	7725497	1245939	538897	1439821	2914383	786546
"Dec 19, 2014"	360714	7732603	1249639	540040	1442676	2920608	787814
"Dec 20, 2014"	362524	7739748	1255779	541590	1446503	2928848	789033
"Dec 21, 2014"	368336	7748652	1261457	543367	1451722	2935487	792964
"Dec 22, 2014"	373892	7755999	1268285	545123	1457871	2944589	798932
"Dec 23, 2014"	376846	7765507	1274365	547027	1462852	2952295	802104
"Dec 24, 2014"	379372	7775432	1280375	550345	1466754	2961037	804882
"Dec 25, 2014"	382461	7791683	1287782	553013	1471792	2973603	807712
"Dec 26, 2014"	385440	7809794	1293364	555524	1475873	2986943	810233
"Dec 27, 2014"	388296	7826162	1299064	557610	1480295	3001418	812422
"Dec 28, 2014"	391048	7839913	1304912	559962	1485324	3010843	814985
"Dec 29, 2014"	394331	7853062	1311073	562023	1490221	3021834	816899
"Dec 30, 2014"	397317	7866737	1317753	564291	1495330	3033542	820087
"Dec 31, 2014"	399748	7878351	1322910	566799	1499476	3042010	825169
"Jan 01, 2015"	402506	7888573	1329098	568741	1505119	3051295	827733
"Jan 02, 2015"	405928	7902689	1335698	571542	1510765	3064317	831167
"Jan 03, 2015"	408806	7914368	1344220	573965	1516025	3076597	833596
"Jan 04, 2015"	411580	7929560	1350238	577110	1522261	3087670	836716
"Jan 05, 2015"	413983	7942711	1358139	579640	1527154	3097423	842290
"Jan 06, 2015"	416171	7955333	1363927	581470	1532185	3107573	845478
"Jan 07, 2015"	418149	7968899	1386063	583210	1536748	3115948	847544
"Jan 08, 2015"	420335	7978241	1401355	585231	1540971	3125011	850133
"Jan 09, 2015"	422148	7990166	1411554	586963	1544963	3132418	852235
"Jan 10, 2015"	424214	8003859	1419170	589277	1551168	3145266	854303
"Jan 11, 2015"	427244	8019489	1429548	592023	1557614	3155741	857316
"Jan 12, 2015"	429811	8030907	1438486	594963	1563073	3164796	860273
"Jan 13, 2015"	432537	8047256	1446765	597272	1567080	3173730	862951
"Jan 14, 2015"	435591	8063329	1455001	599580	1571841	3185774	865459
"Jan 15, 2015"	439555	8075019	1464810	602379	1576050	3195292	867934
"Jan 16, 2015"	442621	8088880	1475149	605864	1579587	3204144	869828
"Jan 17, 2015"	446473	8108899	1485374	609751	1584334	3217849	873647
"Jan 18, 2015"	451589	8131246	1498136	616199	1590368	3235217	882746
"Jan 19, 2015"	455413	8151554	1508482	622056	1596985	3250101	889946
"Jan 20, 2015"	460548	8164996	1516158	625537	1601265	3261335	893399
"Jan 21, 2015"	469952	8178301	1525563	629020	1605748	3274078	899992
"Jan 22, 2015"	476586	8191833	1533649	632126	1610103	3283662	910858
"Jan 23, 2015"	480032	8204027	1540840	635235	1614245	3294560	915235
"Jan 24, 2015"	492554	8219380	1553332	638821	1618832	3307993	933452
"Jan 25, 2015"	506507	8234541	1566873	642629	1625466	3321418	954635
"Jan 26, 2015"	517408	8246980	1576686	645821	1633075	3333116	968323
"Jan 27, 2015"	524777	8257045	1585478	649040	1640374	3344454	977143
"Jan 28, 2015"	531900	8268557	1593900	652495	1646148	3354854	983160
"Jan 29, 2015"	536381	8279482	1601001	654892	1650923	3364379	988679
"Jan 30, 2015"	540438	8289141	1606344	657434	1654949	3373466	993205
"Jan 31, 2015"	546935	8300811	1615649	660684	1660923	3383457	998982
"Feb 01, 2015"	556534	8314344	1623923	664191	1667494	3397338	1005309
"Feb 02, 2015"	562088	8326089	1631037	667839	1671908	3407716	1010471
"Feb 03, 2015"	565561	8337209	1637577	670576	1676153	3415987	1013446
"Feb 04, 2015"	568388	8347220	1643319	673161	1680440	3424401	1015999
"Feb 05, 2015"	571700	8357037	1648529	675179	1684204	3433776	1018727
"Feb 06, 2015"	574290	8365850	1654079	677624	1687301	3440461	1020672
"Feb 07, 2015"	577710	8378046	1662347	681202	1693725	3452237	1024734
"Feb 08, 2015"	581476	8389549	1671203	686071	1698511	3463081	1028303
"Feb 09, 2015"	584968	8400535	1678388	689353	1703057	3471399	1031159
"Feb 10, 2015"	588100	8409429	1684091	692121	1706767	3479391	1033256
"Feb 11, 2015"	591108	8419838	1690139	692869	1708863	3482246	1034979
"Feb 12, 2015"	593870	8428876	1695500	697898	1712822	3495563	1038257
"Feb 13, 2015"	596048	8437020	1700287	700133	1716491	3501769	1040075
"Feb 14, 2015"	599014	8445963	1706685	703276	1720206	3510741	1042605
"Feb 15, 2015"	602159	8458146	1712690	706229	1724571	3518925	1045140
"Feb 16, 2015"	605369	8468576	1720033	709061	1729475	3526885	1048236
"Feb 17, 2015"	609097	8480584	1727954	713278	1734614	3536717	1050515
"Feb 18, 2015"	611882	8490641	1734632	717321	1738652	3543590	1052689
"Feb 19, 2015"	614643	8501644	1741327	720890	1743050	3551400	1054829
"Feb 20, 2015"	617528	8513993	1747958	723955	1746896	3559411	1057236
"Feb 21, 2015"	620348	8526970	1755345	727173	1750996	3569214	1059530
"Feb 22, 2015"	623534	8539211	1764498	730823	1755829	3579611	1062641
"Feb 23, 2015"	626091	8549163	1771931	733462	1759589	3587251	1064704
"Feb 24, 2015"	630890	8558479	1778235	735502	1762443	3594653	1066607
"Feb 25, 2015"	635071	8569314	1783905	737498	1765208	3601443	1070481
"Feb 26, 2015"	638659	8580245	1789442	739486	1768051	3608865	1076380
"Feb 27, 2015"	642066	8590147	1794512	741291	1771178	3616127	1078702
"Feb 28, 2015"	646250	8601861	1801899	743941	1775618	3625066	1081384
"Mar 01, 2015"	651450	8614847	1809072	746893	1780196	3634352	1086808
"Mar 02, 2015"	661113	8625229	1815173	757047	1783371	3642747	1096111
"Mar 03, 2015"	670257	8634223	1821682	767222	1785637	3650527	1104858
"Mar 04, 2015"	676226	8642709	1828102	773854	1788596	3658012	1109600
"Mar 05, 2015"	680917	8650892	1832940	780072	1791186	3665850	1113571
"Mar 06, 2015"	685235	8660168	1837975	783699	1793891	3674051	1116494
"Mar 07, 2015"	690398	8671065	1844370	787896	1797635	3684660	1120192
"Mar 08, 2015"	695891	8682047	1851288	793422	1801565	3694898	1123959
"Mar 09, 2015"	701111	8691211	1856390	797061	1804749	3702742	1126821
"Mar 10, 2015"	705145	8700440	1860947	800519	1807808	3710403	1129118
"Mar 11, 2015"	708766	8709652	1865978	803180	1810739	3717386	1131065
"Mar 12, 2015"	711309	8717976	1870748	804993	1813304	3724946	1132859
"Mar 13, 2015"	711589	8726299	1875170	807318	1815860	3732045	1134512
"Mar 14, 2015"	717524	8736791	1880599	809444	1818745	3740878	1136223
"Mar 15, 2015"	721291	8747027	1892493	811821	1822317	3750256	1138761
"Mar 16, 2015"	724244	8755700	1898955	813686	1825134	3758879	1140547
"Mar 17, 2015"	726790	8764279	1904390	815303	1827495	3767431	1142236
"Mar 18, 2015"	729363	8773157	1909526	816898	1830307	3775657	1143962
"Mar 19, 2015"	731441	8783331	1914728	818681	1832825	3783878	1145886
"Mar 20, 2015"	733564	8792189	1919412	820147	1835115	3791697	1147669
"Mar 21, 2015"	736031	8802913	1925532	822052	1838287	3801540	1149563
"Mar 22, 2015"	739411	8816554	1931366	823821	1841668	3811737	1152143
"Mar 23, 2015"	742886	8827616	1936347	825327	1844044	3819498	1154221
"Mar 24, 2015"	746605	8836020	1941104	826735	1845963	3828030	1156901
"Mar 25, 2015"	750227	8844954	1946103	828229	1848304	3836438	1160264
"Mar 26, 2015"	753201	8854331	1950984	829701	1850287	3844511	1168115
"Mar 27, 2015"	755875	8863032	1956035	831400	1852019	3852118	1171465
"Mar 28, 2015"	759712	8874014	1962464	833460	1855136	3862275	1177102
"Mar 29, 2015"	763444	8885573	1968811	835688	1858266	3872821	1184266
"Mar 30, 2015"	766179	8895661	1974788	838743	1861290	3882426	1188720
"Mar 31, 2015"	769200	8905627	1980180	842144	1864045	3891057	1193384
"Apr 01, 2015"	771981	8915947	1985681	845148	1866375	3900541	1196554
"Apr 02, 2015"	774859	8925617	1991917	848292	1869605	3910757	1199704
"Apr 03, 2015"	777489	8935547	1997785	853664	1873251	3920429	1202945
"Apr 04, 2015"	780710	8944506	2004207	857651	1876708	3930377	1206043
"Apr 05, 2015"	783651	8955811	2010774	861009	1885218	3938530	1213576
"Apr 06, 2015"	786984	8966956	2017615	864611	1891723	3948091	1219701
"Apr 07, 2015"	790264	8977252	2023466	867784	1896323	3958291	1223625
"Apr 08, 2015"	793206	8987042	2029724	871041	1900525	3968073	1227806
"Apr 09, 2015"	796290	8997161	2036012	874137	1905564	3977318	1235381
"Apr 10, 2015"	799588	9007959	2042611	877190	1909719	3986769	1242949
"Apr 11, 2015"	803165	9019675	2049531	881003	1915336	3997894	1249388
"Apr 12, 2015"	806985	9030933	2056905	885075	1921839	4009644	1256542
"Apr 13, 2015"	810457	9038819	2062871	888549	1926969	4019138	1263669
"Apr 14, 2015"	813020	9047834	2067610	891354	1932410	4026876	1268503
"Apr 15, 2015"	815375	9055779	2073113	894190	1936410	4034107	1273247
"Apr 16, 2015"	817706	9063481	2077900	896527	1940632	4040646	1277733
"Apr 17, 2015"	819748	9070591	2082888	898689	1944851	4047633	1281391
"Apr 18, 2015"	822168	9080036	2088217	901394	1950159	4056288	1285631
"Apr 19, 2015"	824907	9089292	2094060	904041	1955912	4064996	1289492
"Apr 20, 2015"	826809	9097719	2098521	907503	1960893	4071337	1292879
"Apr 21, 2015"	828474	9105570	2102538	910139	1964335	4077234	1295516
"Apr 22, 2015"	830127	9112998	2106317	912325	1967929	4084186	1297881
"Apr 23, 2015"	832038	9119933	2109994	913930	1971158	4091065	1300200
"Apr 24, 2015"	834199	9126790	2113888	915885	1974634	4097591	1302140
"Apr 25, 2015"	836902	9135932	2118869	918148	1979199	4106999	1305785
"Apr 26, 2015"	839539	9144297	2124002	921005	1984185	4115544	1308701
"Apr 27, 2015"	841356	9151840	2127957	923075	1987452	4122421	1311229
"Apr 28, 2015"	843096	9157060	2131841	924776	1991027	4128757	1313195
"Apr 29, 2015"	845159	9163720	2135832	926288	1993725	4134624	1314860
"Apr 30, 2015"	846935	9170260	2139434	927619	1996052	4140723	1316266
"May 01, 2015"	848790	9178549	2143575	929071	1999049	4147657	1317789
"May 02, 2015"	851265	9187636	2148727	931106	2003071	4155630	1319884
"May 03, 2015"	854253	9197894	2155107	933397	2007960	4164140	1322092
"May 04, 2015"	856905	9206936	2160725	935521	2012248	4171340	1324394
"May 05, 2015"	858834	9214001	2165309	937017	2015405	4177868	1326915
"May 06, 2015"	861079	9221212	2169847	938501	2018560	4185015	1329677
"May 07, 2015"	863048	9230639	2174187	939871	2021721	4192287	1331367
"May 08, 2015"	864885	9237695	2178522	941904	2024631	4199828	1333061
"May 09, 2015"	867268	9245899	2183747	944244	2028476	4209106	1335410
